SSID,Signal(dBm),Timestamp,Location,Scan_ID,Run
Hidden_Network,-83,2025-11-05 09:58:07,LaptopPriority/CurrentPeriodicals,18,1
ROOM-810_ç°æ§,-96,2025-11-05 09:58:07,LaptopPriority/CurrentPeriodicals,18,1
ä¾é½ä¾äº,-95,2025-11-05 09:58:07,LaptopPriority/CurrentPeriodicals,18,1
ä¾é½ä¾äº,-94,2025-11-05 09:58:07,LaptopPriority/CurrentPeriodicals,18,1
å²,-94,2025-11-05 09:58:07,LaptopPriority/CurrentPeriodicals,18,1
GIDLE401-1_5G,-94,2025-11-05 09:58:07,LaptopPriority/CurrentPeriodicals,18,1
DIRECT-I8-OPPO Pad 3,-94,2025-11-05 09:58:07,LaptopPriority/CurrentPeriodicals,18,1
RB501,-93,2025-11-05 09:58:07,LaptopPriority/CurrentPeriodicals,18,1
RB501,-75,2025-11-05 09:58:07,LaptopPriority/CurrentPeriodicals,18,1
NTUST-PEAP,-92,2025-11-05 09:58:07,LaptopPriority/CurrentPeriodicals,18,1
NTUST-PEAP,-91,2025-11-05 09:58:07,LaptopPriority/CurrentPeriodicals,18,1
NTUST-PEAP,-91,2025-11-05 09:58:07,LaptopPriority/CurrentPeriodicals,18,1
NTUST-PEAP,-90,2025-11-05 09:58:07,LaptopPriority/CurrentPeriodicals,18,1
NTUST-PEAP,-88,2025-11-05 09:58:07,LaptopPriority/CurrentPeriodicals,18,1
NTUST-PEAP,-88,2025-11-05 09:58:07,LaptopPriority/CurrentPeriodicals,18,1
NTUST-PEAP,-87,2025-11-05 09:58:07,LaptopPriority/CurrentPeriodicals,18,1
NTUST-PEAP,-78,2025-11-05 09:58:07,LaptopPriority/CurrentPeriodicals,18,1
NTUST-PEAP,-77,2025-11-05 09:58:07,LaptopPriority/CurrentPeriodicals,18,1
NTUST-PEAP,-76,2025-11-05 09:58:07,LaptopPriority/CurrentPeriodicals,18,1
NTUST-PEAP,-66,2025-11-05 09:58:07,LaptopPriority/CurrentPeriodicals,18,1
NTUST-PEAP,-64,2025-11-05 09:58:07,LaptopPriority/CurrentPeriodicals,18,1
NTUST-PEAP,-62,2025-11-05 09:58:07,LaptopPriority/CurrentPeriodicals,18,1
NTUST-PEAP,-60,2025-11-05 09:58:07,LaptopPriority/CurrentPeriodicals,18,1
NTUST-PEAP,-48,2025-11-05 09:58:07,LaptopPriority/CurrentPeriodicals,18,1
NTUST-PEAP,-96,2025-11-05 09:58:07,LaptopPriority/CurrentPeriodicals,18,1
PTV 6C29,-91,2025-11-05 09:58:07,LaptopPriority/CurrentPeriodicals,18,1
DIRECT-d6-HP M236 LaserJet,-91,2025-11-05 09:58:07,LaptopPriority/CurrentPeriodicals,18,1
CI3D_5G,-90,2025-11-05 09:58:07,LaptopPriority/CurrentPeriodicals,18,1
RTCL,-82,2025-11-05 09:58:07,LaptopPriority/CurrentPeriodicals,18,1
dlink-A08C,-81,2025-11-05 09:58:07,LaptopPriority/CurrentPeriodicals,18,1
ææ©ç¶ºâs iPhone,-81,2025-11-05 09:58:07,LaptopPriority/CurrentPeriodicals,18,1
NTUST.AD,-78,2025-11-05 09:58:07,LaptopPriority/CurrentPeriodicals,18,1
mcnlab,-75,2025-11-05 09:58:07,LaptopPriority/CurrentPeriodicals,18,1
NTUST-UAM,-96,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
NTUST-UAM,-95,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
NTUST-UAM,-93,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
NTUST-UAM,-91,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
NTUST-UAM,-90,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
NTUST-UAM,-90,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
NTUST-UAM,-89,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
NTUST-UAM,-88,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
NTUST-UAM,-88,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
NTUST-UAM,-87,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
NTUST-UAM,-86,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
NTUST-UAM,-80,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
NTUST-UAM,-77,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
NTUST-UAM,-75,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
NTUST-UAM,-71,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
NTUST-UAM,-68,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
NTUST-UAM,-61,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
NTUST-UAM,-58,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
NTUST-UAM,-50,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
NTUST-PEAP,-96,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
NTUST-PEAP,-95,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
NTUST-PEAP,-94,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
NTUST-PEAP,-91,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
NTUST-PEAP,-91,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
NTUST-PEAP,-90,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
NTUST-PEAP,-88,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
NTUST-PEAP,-88,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
NTUST-PEAP,-87,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
NTUST-PEAP,-86,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
NTUST-PEAP,-81,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
NTUST-PEAP,-77,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
NTUST-PEAP,-76,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
NTUST-PEAP,-68,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
NTUST-PEAP,-62,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
NTUST-PEAP,-56,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
NTUST-PEAP,-50,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
NTUST-PEAP,-89,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
mmlab_5G,-98,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
RB201,-98,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
IB-9F,-97,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
Aolab300-3_5G,-97,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
Benben_IoT,-97,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
NTUST-PEAP,-96,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
NTUST-PEAP,-95,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
NTUST-PEAP,-94,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
NTUST-PEAP,-91,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
NTUST-PEAP,-91,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
NTUST-PEAP,-90,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
NTUST-PEAP,-88,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
NTUST-PEAP,-88,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
NTUST-PEAP,-87,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
NTUST-PEAP,-86,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
NTUST-PEAP,-81,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
NTUST-PEAP,-77,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
NTUST-PEAP,-76,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
NTUST-PEAP,-68,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
NTUST-PEAP,-62,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
NTUST-PEAP,-56,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
NTUST-PEAP,-50,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
NTUST-PEAP,-89,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
eduroam,-96,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
eduroam,-96,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
eduroam,-93,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
eduroam,-91,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
eduroam,-91,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
eduroam,-88,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
eduroam,-88,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
eduroam,-87,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
eduroam,-87,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
eduroam,-81,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
eduroam,-79,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
eduroam,-78,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
eduroam,-77,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
eduroam,-68,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
eduroam,-68,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
eduroam,-58,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
eduroam,-50,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
NTUST-UAM,-96,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
NTUST-UAM,-95,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
NTUST-UAM,-93,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
NTUST-UAM,-91,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
NTUST-UAM,-90,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
NTUST-UAM,-90,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
NTUST-UAM,-89,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
NTUST-UAM,-88,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
NTUST-UAM,-88,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
NTUST-UAM,-87,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
NTUST-UAM,-86,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
NTUST-UAM,-80,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
NTUST-UAM,-77,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
NTUST-UAM,-75,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
NTUST-UAM,-71,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
NTUST-UAM,-68,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
NTUST-UAM,-61,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
NTUST-UAM,-58,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
NTUST-UAM,-50,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
DIRECT-I8-OPPO Pad 3,-96,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
Hidden_Network,-96,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
Hidden_Network,-95,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
Hidden_Network,-95,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
Hidden_Network,-95,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
Hidden_Network,-83,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
ä¾é½ä¾äº,-95,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
ä¾é½ä¾äº,-94,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
å²,-95,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
TR-1021_5G,-94,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
GIDLE401-1_5G,-94,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
RB501,-93,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
DIRECT-d6-HP M236 LaserJet,-91,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
CI3D_5G,-90,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
ææ©ç¶ºâs iPhone,-89,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
Benben-5G,-88,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
Galaxy A33 5G E2DD,-88,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
RTCL,-82,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
dlink-A08C,-81,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
NTUST.AD,-78,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
mcnlab,-75,2025-11-05 09:58:13,LaptopPriority/CurrentPeriodicals,19,1
NTUST-UAM,-96,2025-11-05 10:02:10,MainStairs/TopPicks,0,1
NTUST-UAM,-86,2025-11-05 10:02:10,MainStairs/TopPicks,0,1
NTUST-UAM,-84,2025-11-05 10:02:10,MainStairs/TopPicks,0,1
NTUST-UAM,-81,2025-11-05 10:02:10,MainStairs/TopPicks,0,1
NTUST-UAM,-74,2025-11-05 10:02:10,MainStairs/TopPicks,0,1
NTUST-UAM,-71,2025-11-05 10:02:10,MainStairs/TopPicks,0,1
NTUST-UAM,-69,2025-11-05 10:02:10,MainStairs/TopPicks,0,1
NTUST-UAM,-67,2025-11-05 10:02:10,MainStairs/TopPicks,0,1
NTUST-UAM,-61,2025-11-05 10:02:10,MainStairs/TopPicks,0,1
NTUST-UAM,-56,2025-11-05 10:02:10,MainStairs/TopPicks,0,1
NTUST-UAM,-50,2025-11-05 10:02:10,MainStairs/TopPicks,0,1
NTUST-PEAP,-87,2025-11-05 10:02:10,MainStairs/TopPicks,0,1
NTUST-PEAP,-84,2025-11-05 10:02:10,MainStairs/TopPicks,0,1
NTUST-PEAP,-82,2025-11-05 10:02:10,MainStairs/TopPicks,0,1
NTUST-PEAP,-73,2025-11-05 10:02:10,MainStairs/TopPicks,0,1
NTUST-PEAP,-72,2025-11-05 10:02:10,MainStairs/TopPicks,0,1
NTUST-PEAP,-68,2025-11-05 10:02:10,MainStairs/TopPicks,0,1
NTUST-PEAP,-63,2025-11-05 10:02:10,MainStairs/TopPicks,0,1
NTUST-PEAP,-61,2025-11-05 10:02:10,MainStairs/TopPicks,0,1
NTUST-PEAP,-51,2025-11-05 10:02:10,MainStairs/TopPicks,0,1
NTUST-PEAP,-46,2025-11-05 10:02:10,MainStairs/TopPicks,0,1
NTUST-PEAP,-56,2025-11-05 10:02:10,MainStairs/TopPicks,0,1
eduroam,-96,2025-11-05 10:02:10,MainStairs/TopPicks,0,1
eduroam,-86,2025-11-05 10:02:10,MainStairs/TopPicks,0,1
eduroam,-77,2025-11-05 10:02:10,MainStairs/TopPicks,0,1
eduroam,-76,2025-11-05 10:02:10,MainStairs/TopPicks,0,1
eduroam,-74,2025-11-05 10:02:10,MainStairs/TopPicks,0,1
eduroam,-71,2025-11-05 10:02:10,MainStairs/TopPicks,0,1
eduroam,-71,2025-11-05 10:02:10,MainStairs/TopPicks,0,1
eduroam,-68,2025-11-05 10:02:10,MainStairs/TopPicks,0,1
eduroam,-61,2025-11-05 10:02:10,MainStairs/TopPicks,0,1
eduroam,-56,2025-11-05 10:02:10,MainStairs/TopPicks,0,1
eduroam,-56,2025-11-05 10:02:10,MainStairs/TopPicks,0,1
NTUST-UAM,-96,2025-11-05 10:02:10,MainStairs/TopPicks,0,1
NTUST-UAM,-86,2025-11-05 10:02:10,MainStairs/TopPicks,0,1
NTUST-UAM,-84,2025-11-05 10:02:10,MainStairs/TopPicks,0,1
NTUST-UAM,-81,2025-11-05 10:02:10,MainStairs/TopPicks,0,1
NTUST-UAM,-74,2025-11-05 10:02:10,MainStairs/TopPicks,0,1
NTUST-UAM,-71,2025-11-05 10:02:10,MainStairs/TopPicks,0,1
NTUST-UAM,-69,2025-11-05 10:02:10,MainStairs/TopPicks,0,1
NTUST-UAM,-67,2025-11-05 10:02:10,MainStairs/TopPicks,0,1
NTUST-UAM,-61,2025-11-05 10:02:10,MainStairs/TopPicks,0,1
NTUST-UAM,-56,2025-11-05 10:02:10,MainStairs/TopPicks,0,1
NTUST-UAM,-50,2025-11-05 10:02:10,MainStairs/TopPicks,0,1
ROOM-810_ç°æ§,-90,2025-11-05 10:02:10,MainStairs/TopPicks,0,1
ConnLab-Guest,-90,2025-11-05 10:02:10,MainStairs/TopPicks,0,1
ConnLab,-89,2025-11-05 10:02:10,MainStairs/TopPicks,0,1
Library-Office,-89,2025-11-05 10:02:10,MainStairs/TopPicks,0,1
DIRECT-I8-OPPO Pad 3,-89,2025-11-05 10:02:10,MainStairs/TopPicks,0,1
CI3D_5G,-88,2025-11-05 10:02:10,MainStairs/TopPicks,0,1
NTUST-PEAP,-87,2025-11-05 10:02:10,MainStairs/TopPicks,0,1
NTUST-PEAP,-84,2025-11-05 10:02:10,MainStairs/TopPicks,0,1
NTUST-PEAP,-82,2025-11-05 10:02:10,MainStairs/TopPicks,0,1
NTUST-PEAP,-73,2025-11-05 10:02:10,MainStairs/TopPicks,0,1
NTUST-PEAP,-72,2025-11-05 10:02:10,MainStairs/TopPicks,0,1
NTUST-PEAP,-68,2025-11-05 10:02:10,MainStairs/TopPicks,0,1
NTUST-PEAP,-63,2025-11-05 10:02:10,MainStairs/TopPicks,0,1
NTUST-PEAP,-61,2025-11-05 10:02:10,MainStairs/TopPicks,0,1
NTUST-PEAP,-51,2025-11-05 10:02:10,MainStairs/TopPicks,0,1
NTUST-PEAP,-46,2025-11-05 10:02:10,MainStairs/TopPicks,0,1
NTUST-PEAP,-56,2025-11-05 10:02:10,MainStairs/TopPicks,0,1
å²,-82,2025-11-05 10:02:10,MainStairs/TopPicks,0,1
ææ©ç¶ºâs iPhone,-73,2025-11-05 10:02:10,MainStairs/TopPicks,0,1
NTUST-UAM,-97,2025-11-05 10:02:16,MainStairs/TopPicks,1,1
NTUST-UAM,-96,2025-11-05 10:02:16,MainStairs/TopPicks,1,1
NTUST-UAM,-95,2025-11-05 10:02:16,MainStairs/TopPicks,1,1
NTUST-UAM,-88,2025-11-05 10:02:16,MainStairs/TopPicks,1,1
NTUST-UAM,-86,2025-11-05 10:02:16,MainStairs/TopPicks,1,1
NTUST-UAM,-84,2025-11-05 10:02:16,MainStairs/TopPicks,1,1
NTUST-UAM,-77,2025-11-05 10:02:16,MainStairs/TopPicks,1,1
NTUST-UAM,-74,2025-11-05 10:02:16,MainStairs/TopPicks,1,1
NTUST-UAM,-66,2025-11-05 10:02:16,MainStairs/TopPicks,1,1
NTUST-UAM,-65,2025-11-05 10:02:16,MainStairs/TopPicks,1,1
NTUST-UAM,-61,2025-11-05 10:02:16,MainStairs/TopPicks,1,1
NTUST-UAM,-59,2025-11-05 10:02:16,MainStairs/TopPicks,1,1
NTUST-UAM,-57,2025-11-05 10:02:16,MainStairs/TopPicks,1,1
NTUST-PEAP,-89,2025-11-05 10:02:16,MainStairs/TopPicks,1,1
NTUST-PEAP,-87,2025-11-05 10:02:16,MainStairs/TopPicks,1,1
NTUST-PEAP,-84,2025-11-05 10:02:16,MainStairs/TopPicks,1,1
NTUST-PEAP,-73,2025-11-05 10:02:16,MainStairs/TopPicks,1,1
NTUST-PEAP,-67,2025-11-05 10:02:16,MainStairs/TopPicks,1,1
NTUST-PEAP,-67,2025-11-05 10:02:16,MainStairs/TopPicks,1,1
NTUST-PEAP,-65,2025-11-05 10:02:16,MainStairs/TopPicks,1,1
NTUST-PEAP,-63,2025-11-05 10:02:16,MainStairs/TopPicks,1,1
NTUST-PEAP,-57,2025-11-05 10:02:16,MainStairs/TopPicks,1,1
NTUST-PEAP,-45,2025-11-05 10:02:16,MainStairs/TopPicks,1,1
NTUST-PEAP,-59,2025-11-05 10:02:16,MainStairs/TopPicks,1,1
NTUST-UAM,-97,2025-11-05 10:02:16,MainStairs/TopPicks,1,1
NTUST-UAM,-96,2025-11-05 10:02:16,MainStairs/TopPicks,1,1
NTUST-UAM,-95,2025-11-05 10:02:16,MainStairs/TopPicks,1,1
NTUST-UAM,-88,2025-11-05 10:02:16,MainStairs/TopPicks,1,1
NTUST-UAM,-86,2025-11-05 10:02:16,MainStairs/TopPicks,1,1
NTUST-UAM,-84,2025-11-05 10:02:16,MainStairs/TopPicks,1,1
NTUST-UAM,-77,2025-11-05 10:02:16,MainStairs/TopPicks,1,1
NTUST-UAM,-74,2025-11-05 10:02:16,MainStairs/TopPicks,1,1
NTUST-UAM,-66,2025-11-05 10:02:16,MainStairs/TopPicks,1,1
NTUST-UAM,-65,2025-11-05 10:02:16,MainStairs/TopPicks,1,1
NTUST-UAM,-61,2025-11-05 10:02:16,MainStairs/TopPicks,1,1
NTUST-UAM,-59,2025-11-05 10:02:16,MainStairs/TopPicks,1,1
NTUST-UAM,-57,2025-11-05 10:02:16,MainStairs/TopPicks,1,1
eduroam,-97,2025-11-05 10:02:16,MainStairs/TopPicks,1,1
eduroam,-96,2025-11-05 10:02:16,MainStairs/TopPicks,1,1
eduroam,-94,2025-11-05 10:02:16,MainStairs/TopPicks,1,1
eduroam,-89,2025-11-05 10:02:16,MainStairs/TopPicks,1,1
eduroam,-82,2025-11-05 10:02:16,MainStairs/TopPicks,1,1
eduroam,-80,2025-11-05 10:02:16,MainStairs/TopPicks,1,1
eduroam,-79,2025-11-05 10:02:16,MainStairs/TopPicks,1,1
eduroam,-76,2025-11-05 10:02:16,MainStairs/TopPicks,1,1
eduroam,-72,2025-11-05 10:02:16,MainStairs/TopPicks,1,1
eduroam,-65,2025-11-05 10:02:16,MainStairs/TopPicks,1,1
eduroam,-59,2025-11-05 10:02:16,MainStairs/TopPicks,1,1
eduroam,-57,2025-11-05 10:02:16,MainStairs/TopPicks,1,1
eduroam,-57,2025-11-05 10:02:16,MainStairs/TopPicks,1,1
Nexlit-5GHz,-97,2025-11-05 10:02:16,MainStairs/TopPicks,1,1
ESD_5G,-97,2025-11-05 10:02:16,MainStairs/TopPicks,1,1
810-2_5G,-95,2025-11-05 10:02:16,MainStairs/TopPicks,1,1
810-1_5G,-95,2025-11-05 10:02:16,MainStairs/TopPicks,1,1
ROOM-810_ç°æ§,-93,2025-11-05 10:02:16,MainStairs/TopPicks,1,1
DIRECT-I8-OPPO Pad 3,-91,2025-11-05 10:02:16,MainStairs/TopPicks,1,1
ConnLab,-90,2025-11-05 10:02:16,MainStairs/TopPicks,1,1
ConnLab-Guest,-89,2025-11-05 10:02:16,MainStairs/TopPicks,1,1
NTUST-PEAP,-89,2025-11-05 10:02:16,MainStairs/TopPicks,1,1
NTUST-PEAP,-87,2025-11-05 10:02:16,MainStairs/TopPicks,1,1
NTUST-PEAP,-84,2025-11-05 10:02:16,MainStairs/TopPicks,1,1
NTUST-PEAP,-73,2025-11-05 10:02:16,MainStairs/TopPicks,1,1
NTUST-PEAP,-67,2025-11-05 10:02:16,MainStairs/TopPicks,1,1
NTUST-PEAP,-67,2025-11-05 10:02:16,MainStairs/TopPicks,1,1
NTUST-PEAP,-65,2025-11-05 10:02:16,MainStairs/TopPicks,1,1
NTUST-PEAP,-63,2025-11-05 10:02:16,MainStairs/TopPicks,1,1
NTUST-PEAP,-57,2025-11-05 10:02:16,MainStairs/TopPicks,1,1
NTUST-PEAP,-45,2025-11-05 10:02:16,MainStairs/TopPicks,1,1
NTUST-PEAP,-59,2025-11-05 10:02:16,MainStairs/TopPicks,1,1
Library-Office,-89,2025-11-05 10:02:16,MainStairs/TopPicks,1,1
CI3D_5G,-88,2025-11-05 10:02:16,MainStairs/TopPicks,1,1
å²,-83,2025-11-05 10:02:16,MainStairs/TopPicks,1,1
SEED603,-82,2025-11-05 10:02:16,MainStairs/TopPicks,1,1
ææ©ç¶ºâs iPhone,-76,2025-11-05 10:02:16,MainStairs/TopPicks,1,1
NTUST-UAM,-97,2025-11-05 10:02:22,MainStairs/TopPicks,2,1
NTUST-UAM,-96,2025-11-05 10:02:22,MainStairs/TopPicks,2,1
NTUST-UAM,-96,2025-11-05 10:02:22,MainStairs/TopPicks,2,1
NTUST-UAM,-95,2025-11-05 10:02:22,MainStairs/TopPicks,2,1
NTUST-UAM,-93,2025-11-05 10:02:22,MainStairs/TopPicks,2,1
NTUST-UAM,-88,2025-11-05 10:02:22,MainStairs/TopPicks,2,1
NTUST-UAM,-88,2025-11-05 10:02:22,MainStairs/TopPicks,2,1
NTUST-UAM,-86,2025-11-05 10:02:22,MainStairs/TopPicks,2,1
NTUST-UAM,-77,2025-11-05 10:02:22,MainStairs/TopPicks,2,1
NTUST-UAM,-73,2025-11-05 10:02:22,MainStairs/TopPicks,2,1
NTUST-UAM,-71,2025-11-05 10:02:22,MainStairs/TopPicks,2,1
NTUST-UAM,-67,2025-11-05 10:02:22,MainStairs/TopPicks,2,1
NTUST-UAM,-65,2025-11-05 10:02:22,MainStairs/TopPicks,2,1
NTUST-UAM,-57,2025-11-05 10:02:22,MainStairs/TopPicks,2,1
NTUST-UAM,-52,2025-11-05 10:02:22,MainStairs/TopPicks,2,1
NTUST-UAM,-52,2025-11-05 10:02:22,MainStairs/TopPicks,2,1
NTUST-PEAP,-89,2025-11-05 10:02:22,MainStairs/TopPicks,2,1
NTUST-PEAP,-88,2025-11-05 10:02:22,MainStairs/TopPicks,2,1
NTUST-PEAP,-84,2025-11-05 10:02:22,MainStairs/TopPicks,2,1
NTUST-PEAP,-75,2025-11-05 10:02:22,MainStairs/TopPicks,2,1
NTUST-PEAP,-74,2025-11-05 10:02:22,MainStairs/TopPicks,2,1
NTUST-PEAP,-69,2025-11-05 10:02:22,MainStairs/TopPicks,2,1
NTUST-PEAP,-68,2025-11-05 10:02:22,MainStairs/TopPicks,2,1
NTUST-PEAP,-66,2025-11-05 10:02:22,MainStairs/TopPicks,2,1
NTUST-PEAP,-53,2025-11-05 10:02:22,MainStairs/TopPicks,2,1
NTUST-PEAP,-52,2025-11-05 10:02:22,MainStairs/TopPicks,2,1
NTUST-PEAP,-57,2025-11-05 10:02:22,MainStairs/TopPicks,2,1
810-2_5G,-98,2025-11-05 10:02:22,MainStairs/TopPicks,2,1
